cluster,bridge_age,condition_score,maintenance_priority,future_burden_ratio,aging_rate,fiscal_index,structure_category,bridge_area,emergency_route,overpass,repair_year_normalized,under_river,distance_to_coast_km
36,53.54347826086956,1.0,53.54347826086956,62.2,30.058113023467904,0.63,1.0,45.68817391304348,0.0,0.0,0.0,1.0,17.0080984388024
37,54.172413793103445,1.0,54.172413793103445,45.43515118988083,37.923553958658005,0.5568137296756646,1.0,38.8990459770115,0.0,0.0,0.0,1.0,11.805012888327287
38,37.57142857142857,2.0,75.14285714285714,66.3,33.374123848693735,0.76,2.0,153.58721428571428,0.0,0.0,0.0,1.0,9.288059884611242
39,38.02777777777778,2.0,76.05555555555556,66.3,33.374123848693735,0.76,2.0,282.78527777777776,1.0,0.0,0.0,1.0,14.073263461882718
40,61.82857142857143,2.0,123.65714285714286,66.3,33.374123848693735,0.76,1.0,43.9228,0.0,0.0,0.0,1.0,13.578723267405612
41,42.375,2.0,84.75,61.72369782454899,30.08726254398745,0.6279932348779625,2.0,126.39233125,0.0,0.0,0.0,1.0,17.758875116599153
42,37.8,2.0,75.6,44.766536964980546,37.57791182796015,0.549243938940437,2.0,189.57564615384615,0.0,0.0,0.0,1.0,8.8195823147276
43,52.23809523809524,2.0,104.47619047619048,62.2,30.058113023467904,0.63,1.0,76.00190476190475,1.0,0.0,0.0,0.0,13.126986054013363
44,38.08695652173913,2.0,76.17391304347827,46.95833038556775,44.58967609019114,0.5657835160948002,2.0,257.94065217391307,1.0,0.0,0.0,1.0,6.1763603740543855
45,42.811764705882354,2.0,85.62352941176471,48.78117522212281,34.39262863035238,0.5690377244636801,2.0,225.76432941176472,1.0,0.0,0.0,1.0,8.64101638141304
46,61.52272727272727,2.0,123.04545454545455,62.2,30.058113023467907,0.63,1.0,50.90861590909091,0.0,0.0,0.0,1.0,15.939829005257776
47,61.76923076923077,2.0,123.53846153846153,46.95833038556774,44.58967609019114,0.5657835160948002,1.0,54.65758974358974,0.0,0.0,0.0,1.0,9.538423067360927
48,59.65,2.0,119.3,46.95833038556774,29.89553419874455,0.5657835160948002,1.0,43.159749999999995,0.0,0.0,0.0,1.0,2.837756504413712
49,62.53781512605042,2.0,125.07563025210084,45.797336607087125,36.011729446642654,0.5610390799404303,1.0,46.21061848739495,0.0,0.0,0.0,1.0,12.292856842640665
50,51.36363636363637,2.0,102.72727272727273,46.958330385567734,30.14155166514375,0.5657835160948002,1.0,65.3581590909091,1.0,0.0,0.0,0.0,0.8635755554979242
51,51.60655737704918,2.0,103.21311475409836,43.9374306308605,36.24152813936324,0.5488071697391083,1.0,70.05473770491803,1.0,0.0,0.0,0.0,4.284574931805945
